epoch:0
Wed Oct 28 01:49:11 2020 Epoch 0, lr: 0.0010000, val loss: 118.90921, acc: 58.60000
Wed Nov 11 11:13:33 2020 Epoch 14, lr: 0.0007939, val loss: 38.82816, acc: 87.44000
Wed Nov 11 11:13:48 2020 Epoch 15, lr: 0.0007679, val loss: 48.49687, acc: 86.47000
Wed Nov 11 11:14:03 2020 Epoch 16, lr: 0.0007409, val loss: 38.99458, acc: 88.67000
Wed Nov 11 11:14:18 2020 Epoch 17, lr: 0.0007129, val loss: 37.53274, acc: 89.47000
Wed Nov 11 11:14:34 2020 Epoch 18, lr: 0.0006841, val loss: 35.18629, acc: 89.73000
Wed Nov 11 11:14:49 2020 Epoch 19, lr: 0.0006545, val loss: 37.91217, acc: 89.24000
Wed Nov 11 11:15:04 2020 Epoch 20, lr: 0.0006243, val loss: 39.10366, acc: 89.12000
Wed Nov 11 11:15:19 2020 Epoch 21, lr: 0.0005937, val loss: 36.29708, acc: 90.36000
Wed Nov 11 11:15:34 2020 Epoch 22, lr: 0.0005627, val loss: 36.96612, acc: 90.14000
Wed Nov 11 11:15:49 2020 Epoch 23, lr: 0.0005314, val loss: 39.38490, acc: 89.83000
Wed Nov 11 11:16:04 2020 Epoch 24, lr: 0.0005000, val loss: 37.56016, acc: 90.41000
Wed Nov 11 11:16:20 2020 Epoch 25, lr: 0.0004686, val loss: 38.57689, acc: 90.72000
Wed Nov 11 11:16:35 2020 Epoch 26, lr: 0.0004373, val loss: 40.93548, acc: 90.28000
Wed Nov 11 11:16:50 2020 Epoch 27, lr: 0.0004063, val loss: 37.48029, acc: 90.98000
Wed Nov 11 11:17:05 2020 Epoch 28, lr: 0.0003757, val loss: 36.46562, acc: 91.63000
Wed Nov 11 11:17:20 2020 Epoch 29, lr: 0.0003455, val loss: 41.84090, acc: 90.88000
Wed Nov 11 11:17:35 2020 Epoch 30, lr: 0.0003159, val loss: 40.20458, acc: 91.27000
Wed Nov 11 11:17:50 2020 Epoch 31, lr: 0.0002871, val loss: 37.91909, acc: 91.88000
Wed Nov 11 11:18:06 2020 Epoch 32, lr: 0.0002591, val loss: 37.49321, acc: 92.10000
Wed Nov 11 11:18:20 2020 Epoch 33, lr: 0.0002321, val loss: 38.88730, acc: 91.71000
Wed Nov 11 11:18:36 2020 Epoch 34, lr: 0.0002061, val loss: 38.02849, acc: 92.40000
Wed Nov 11 11:18:51 2020 Epoch 35, lr: 0.0001813, val loss: 44.42384, acc: 91.72000
Wed Nov 11 11:19:06 2020 Epoch 36, lr: 0.0001577, val loss: 39.51695, acc: 92.14000
Wed Nov 11 11:19:21 2020 Epoch 37, lr: 0.0001355, val loss: 40.52422, acc: 92.36000
Wed Nov 11 11:19:35 2020 Epoch 38, lr: 0.0001147, val loss: 40.95671, acc: 92.31000
Wed Nov 11 11:19:50 2020 Epoch 39, lr: 0.0000955, val loss: 40.85437, acc: 92.36000
Wed Nov 11 11:20:06 2020 Epoch 40, lr: 0.0000778, val loss: 40.10596, acc: 92.57000
Wed Nov 11 11:20:21 2020 Epoch 41, lr: 0.0000618, val loss: 41.05163, acc: 92.63000
Wed Nov 11 11:20:36 2020 Epoch 42, lr: 0.0000476, val loss: 40.45972, acc: 92.57000
Wed Nov 11 11:20:51 2020 Epoch 43, lr: 0.0000351, val loss: 40.28848, acc: 92.63000
Wed Nov 11 11:21:07 2020 Epoch 44, lr: 0.0000245, val loss: 40.59249, acc: 92.72000
Wed Nov 11 11:21:22 2020 Epoch 45, lr: 0.0000157, val loss: 40.11261, acc: 92.74000
Wed Nov 11 11:21:37 2020 Epoch 46, lr: 0.0000089, val loss: 40.35334, acc: 92.73000
Wed Nov 11 11:21:52 2020 Epoch 47, lr: 0.0000039, val loss: 40.54085, acc: 92.56000
Wed Nov 11 11:22:07 2020 Epoch 48, lr: 0.0000010, val loss: 40.25125, acc: 92.71000
Wed Nov 11 11:22:21 2020 Epoch 49, lr: 0.0000000, val loss: 40.43744, acc: 92.74000
